title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
Children of the Corn,"['Horror', 'Thriller']",1984.0,0.5728,"small town, sacrifice, children gang, human sacrifice, paganism, evil preacher, preacher, based on short story, religious cult, killer child, folk horror, cornfield",Fritz Kiersch,A traveling couple end up in an abandoned Nebraska town inhabited by a cult of murderous children who worship a demon that lives in the local cornfields.,https://image.tmdb.org/t/p/w500/jJTrFHu3rjAgP1lryKGEsC9hqyM.jpg,https://www.youtube.com/watch?v=sefUZQiWSgo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Next,"['Action', 'Science Fiction', 'Thriller']",2007.0,0.6095,"fortune teller, religion and supernatural, paranormal phenomena, time travel, time loop, terrorism, based on short story, duringcreditsstinger, vision of the future",Lee Tamahori,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",https://image.tmdb.org/t/p/w500/td5uOBW41ib1KGz3g1Kc33BdFyj.jpg,https://www.youtube.com/watch?v=OwIFRm7sy8E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Hero,"['Drama', 'Adventure', 'Action', 'History']",2002.0,0.7498,"martial arts, kung fu, right and justice, countryside, loss of loved one, patriot, wuxia, warring states period, 3rd century bc, grand, admiring",Zhang Yimou,"During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.",https://image.tmdb.org/t/p/w500/1NBtOH3KPU9UUp1vzVHJ8qzdW88.jpg,https://www.youtube.com/watch?v=MgsddFEe9Oc,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Stay Alive,['Horror'],2006.0,0.58,"hacker, video game, virtual reality, virtual fight, baroness",William Brent Bell,"After the brutal death of a friend, a group of friends find themselves in possession of a video-game called ""Stay Alive,"" a blood-curdling true story of a 17th century noblewoman known as the Blood Countess. After playing the game when they know they shouldn't, however, the friends realize that once they die in the game — they die for real!",https://image.tmdb.org/t/p/w500/hsSJwroE7jugEROB8tmyxJP91Ho.jpg,https://www.youtube.com/watch?v=DjzqGzuZSfI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Death Note,"['Crime', 'Fantasy', 'Horror']",2017.0,0.4252,"notebook, based on manga, death, based on anime, live action remake",Adam Wingard,"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",https://image.tmdb.org/t/p/w500/1X19j2albvewAdnTNHx2fFXjOcC.jpg,https://www.youtube.com/watch?v=gvxNaSIB_WI,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Supergirl,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",1984.0,0.53,"magic, superhero, laser, based on comic, alternate dimension, teenage girl, gardener, occult, heroine, love potion, invisible monster, girls' school",Jeannot Szwarc,"After losing a powerful orb, Kara, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",https://image.tmdb.org/t/p/w500/o49a2RDChZkry84LomEORCPDWfk.jpg,https://www.youtube.com/watch?v=608EbBVkiTI,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Baytown Outlaws,"['Action', 'Comedy', 'Crime']",2012.0,0.5959,"fight, gas station, anti hero, midnight movie, murder, mute, shootout, motorcycle gang, brawl, painted face, face paint, pantyless",Barry Battles,"When three redneck brothers agree to help a woman save her son from an abusive father, they become targets on the run from an odd cast of characters.",https://image.tmdb.org/t/p/w500/oevsox25ZnoUBms45KARDs8epmg.jpg,https://www.youtube.com/watch?v=yjZeXQ04Tbc,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring,"['Horror', 'Thriller']",1998.0,0.71,"journalist, island, supernatural, telephone, halloween, paranormal, urban legend, curse, cabin in the woods, well, videotape",Hideo Nakata,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.",https://image.tmdb.org/t/p/w500/1YINof6kN5yRdePEbcU5360ejoq.jpg,https://www.youtube.com/watch?v=yAmO3vanfDQ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Gunfight at Rio Bravo,"['Western', 'Action']",2023.0,0.65,Unknown,Joe Cornet,"When mysterious Russian gunslinger Ivan Turchin rides into a small Texas town, he runs afoul of a bloodthirsty outlaw gang known as The Hellhounds. Outmanned and outgunned, the town must put their trust in Turchin to protect them from annihilation at the hands of the bandits. The gunslinger finds allies in the form of Marshal Austin Carter and Sheriff Vernon Kelly, and together the three must make a desperate stand against impossible and violent odds.",https://image.tmdb.org/t/p/w500/92hYmHw1XpMEF7yZUzjOzcO4zmC.jpg,https://www.youtube.com/watch?v=9hA-PyfOZ4E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Olvido,"['Drama', 'Thriller']",2023.0,0.6000000000000001,Unknown,Inés París,"After the Turia River overflows its banks, journalist Olvido and police sergeant Fermín investigate the appearance of six bodies with strange scars that point to a dark conspiracy.",https://image.tmdb.org/t/p/w500/muGQcQHEH988Q9drYMhtOj2YMDC.jpg,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Absolutely Fabulous: The Movie,['Comedy'],2016.0,0.5317000000000001,"london, england, smoking, best friend, fashion, drunk, lgbt, grandmother, public relations, woman director, p.a, lgbt interest",Mandie Fletcher,"Edina and Patsy are still oozing glitz and glamor, living the high life they are accustomed to; shopping, drinking and clubbing their way around London's trendiest hot-spots. Blamed for a major incident at an uber fashionable launch party, they become entangled in a media storm and are relentlessly pursued by the paparazzi. Fleeing penniless to the glamorous playground of the super-rich, the French Riviera, they hatch a plan to make their escape permanent and live the high life forever more!",https://image.tmdb.org/t/p/w500/bCAsi2XH5XNO0uGBp9FB400tzxY.jpg,https://www.youtube.com/watch?v=Dj3ZWhlmexw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Pleasures,['Drama'],2011.0,0.66,Unknown,Bertrand Bonello,Unknown,https://image.tmdb.org/t/p/w500/adkiqkEOKW8nMlfF8hVcaPWTAwB.jpg,https://www.youtube.com/watch?v=xAjHNnQNVEo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bride Wars,"['Comedy', 'Romance']",2009.0,0.6238000000000001,"friendship, bride, engagement, rivalry, wedding, family feud",Gary Winick,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,https://image.tmdb.org/t/p/w500/eyXT8tmUoyHrg7YX1UVjmecHCWP.jpg,https://www.youtube.com/watch?v=KBDE4uznmIw,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Doors,['Science Fiction'],2021.0,0.4892000000000001,"portal, anthology",Saman Kesh,"Without warning, millions of mysterious alien “doors” suddenly appear around the globe. In a rush to determine the reason for their arrival, mankind must work together to understand the purpose of these cosmic anomalies.",https://image.tmdb.org/t/p/w500/pGPUXyhQTOqskKdDOD3Fmicqfc0.jpg,https://www.youtube.com/watch?v=2kKnbsstui0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 Days Max,['Comedy'],2023.0,0.5319,Unknown,Tarek Boudali,The Grandmother of Ryane was kidnapped by a Mexican cartel and he has three days max to free her.,https://image.tmdb.org/t/p/w500/yLtsR4j4hkZnDh9JfCpMlucdRne.jpg,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punisher: War Zone,"['Action', 'Crime']",2008.0,0.5811000000000001,"fbi, based on comic, broken neck, wall safe, trashed house, military dress uniform, vanity, flare, woman director",Lexi Alexander,"Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.",https://image.tmdb.org/t/p/w500/gxIaSGGGemqtMeEjUnGJNjj7u1p.jpg,https://www.youtube.com/watch?v=liABMxEvPAc,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cellar,"['Horror', 'Mystery']",2022.0,0.653,"mother, supernatural, cellar, hell, haunted house, visions of hell, disappearance, demon, supernatural creature, clueless husband, demonic spirit, supernatural horror, mysterious disappearance",Brendan Muldowney,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",https://image.tmdb.org/t/p/w500/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg,https://www.youtube.com/watch?v=pD9o8H9r9QQ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The X Files: I Want to Believe,"['Mystery', 'Science Fiction', 'Thriller']",2008.0,0.5820000000000001,"extraterrestrial technology, fbi, alien, priest, hospital, duringcreditsstinger, based on tv series",Chris Carter,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",https://image.tmdb.org/t/p/w500/3zQMhutUMJP6lK49x7i2YfsOHL9.jpg,https://www.youtube.com/watch?v=_9KV4ESQ8HU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
John Wick: Chapter 5,"['Action', 'Crime', 'Thriller']",,0.0,"sequel, neo-noir",Unknown,The fifth installment in the John Wick franchise. Plot TBA.,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Lady Improper,['Drama'],2019.0,0.48,Unknown,Jessey Tsang Tsui-shan,Unknown,https://image.tmdb.org/t/p/w500/BcPyI6cQnD6AQJcnfolChxG2kp.jpg,https://www.youtube.com/watch?v=_xU_Xj48f6g,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poltergeist II: The Other Side,"['Horror', 'Thriller']",1986.0,0.5973,"monster, poltergeist, undead, family secrets, sequel, alternate dimension, shaman, super power, phoenix, arizona, supernatural horror",Brian Gibson,"The Freeling family move in with Diane's mother in an effort to escape the trauma and aftermath of Carol Anne's abduction by the Beast. But the Beast is not to be put off so easily and appears in a ghostly apparition as the Reverend Kane, a religeous zealot responsible for the deaths of his many followers. His goal is simple - he wants the angelic Carol Anne.",https://image.tmdb.org/t/p/w500/2r22KqmzWV48kF02GN78NaS3q0m.jpg,https://www.youtube.com/watch?v=mjhr8EdGyD0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Any Given Sunday,['Drama'],1999.0,0.6824,"sports, american football, american football coach, trainer, training, american football stadium",Oliver Stone,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the ageing coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.,https://image.tmdb.org/t/p/w500/bysZeUvSPZPJnku4qkHF34CdgMG.jpg,https://www.youtube.com/watch?v=cC2rkQThgX0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight in the Switchgrass,"['Crime', 'Mystery', 'Thriller', 'Action']",2021.0,0.5900000000000001,"fbi, texas ranger, based on true story, serial killer, truck stop",Randall Emmett,Unknown,https://image.tmdb.org/t/p/w500/1OTSuh2HNcTRfme8caU8DjgJ39K.jpg,https://www.youtube.com/watch?v=1pNN66fRumw,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Beauty Rope Cosmetology,['Drama'],1983.0,0.5,Unknown,Katsuhiko Fujii,Unknown,https://image.tmdb.org/t/p/w500/tazpx4OGUtTxTbNnRfFLXbwyLIl.jpg,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spy Next Door,"['Action', 'Comedy', 'Family']",2010.0,0.5861,duringcreditsstinger,Brian Levant,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",https://image.tmdb.org/t/p/w500/nJJrceb2xHGIA0irADX0JvWSIHT.jpg,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Outlaw King,"['Action', 'History', 'War']",2018.0,0.683,"scotland, castle, exile, biography, uprising, period drama, historical drama, scottish highlands, 14th century, scottish history",David Mackenzie,"Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",https://image.tmdb.org/t/p/w500/rT49ousKUWN3dV7UlhaC9onTNdl.jpg,https://www.youtube.com/watch?v=wHpO9AG_dkE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Jack and the Cuckoo-Clock Heart,"['Animation', 'Romance', 'Adventure', 'Drama', 'Fantasy']",2014.0,0.7200000000000001,"musical, sad story",Stéphane Berla,"In Scotland 1874, Jack is born on the coldest day ever. Because of the extreme cold, his heart stops beating. The responsible midwife in Edinburgh finds a way to save him by replacing his heart with a clock. So he lives and remains under the midwife's protective care. But he must not get angry or excited because that endangers his life by causing his clock to stop working. Worse than that, when he grows up, he has to face the fact he cannot fall in love because that too could stop his delicate heart.",https://image.tmdb.org/t/p/w500/ZSrU2mvlzM5Jr30XtKCU1fziIj.jpg,https://www.youtube.com/watch?v=v7VHN4hGlk4,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
What Lies Beneath,"['Drama', 'Horror', 'Mystery', 'Thriller']",2000.0,0.6411,"lake, therapist, haunted house, haunting, suspicion, ouija board, car accident, new neighbor, vermont, missing child, ghost, séance, secret",Robert Zemeckis,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",https://image.tmdb.org/t/p/w500/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg,https://www.youtube.com/watch?v=s6nTJMdrGVU,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
Barbie Mariposa & the Fairy Princess,"['Animation', 'Family', 'Fantasy']",2013.0,0.6900000000000001,"princess, fairy, based on toy, butterfly",William Lau,"Mariposa becomes the Royal Ambassador of Flutterfield, and is sent to bring peace between her fairy land and their rivals, the Crystal Fairies of Shimmervale. While Mariposa doesn't make a great first impression on  the King, she becomes fast friends with his shy daughter, Princess Catania. However, a misunderstanding causes Mariposa to be banished from their fairy land. As Mariposa and Zee returns to Flutterfield, they encounter a dark fairy on her way to destroy Shimmervale. Mariposa rushes back and helps Princess Catania to save their fairy land and together, the two girls prove that the best way to make a friend, is to be a friend.",https://image.tmdb.org/t/p/w500/aUVd4itaF4mDFgld99wMIihjUK7.jpg,https://www.youtube.com/watch?v=7Gokocu2Swk,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
